,Unnamed: 0,title,price,enterprise,link
11,11,۶۲ متر دو خواب فول بازسازی شده,"۱,۵۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'مشاور املاک ",https://divar.ir/v/%DB%B6%DB%B2-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQIHCXu
12,12,55 متر* تکواحدی* دو خواب * خ قزوین,"۱,۵۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'مشاور املاک ",https://divar.ir/v/55-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE-%D9%82%D8%B2%D9%88%DB%8C%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%82%D9%84%D9%85%D8%B3%D8%AA%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQkXsEr
13,13,آپارتمان۶۳متردوخوابه//گذر۸متر/تاپ لوکیشن,"۱,۵۶۹,۰۰۰,۰۰۰ تومان"," سلسبیل', 'مشاور املاک ",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B6%DB%B3%D9%85%D8%AA%D8%B1%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%DA%AF%D8%B0%D8%B1%DB%B8%D9%85%D8%AA%D8%B1-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQUpAGs
14,14,۶۰متری تکواحدی ۲خواب کمیل,"۱,۶۱۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'مشاور املاک ",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%DA%A9%D9%85%DB%8C%D9%84_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQMoEzv
15,15,60 متری دو خوابه تخلیه تک واحدی(تاجیک),"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'مشاور املاک ",https://divar.ir/v/60-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AA%D8%AE%D9%84%DB%8C%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AA%D8%A7%D8%AC%DB%8C%DA%A9-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYRELhA1
16,0,61متر/2خواب/خوش نقشه,"۱,۶۰۸,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/61%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYd47dgM
17,1,۶۱ متری ۲ خوابه (کمیل),"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B6%DB%B1-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%DA%A9%D9%85%DB%8C%D9%84-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYcgW5FZ
18,2,۵۶ متر / دو خواب / طبقه اول / با پارکینگ / بلوار,"۱,۵۲۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B5%DB%B6-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D9%84%D9%88%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYpUp42k
19,3,55 متر ، سرمایه گذاری ،دسترسی و لوکیشن,"۱,۵۸۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/55-%D9%85%D8%AA%D8%B1-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B3%D8%AA%D8%B1%D8%B3%DB%8C-%D9%88-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYLsxCNl
20,4,استادمعین نزدیک میدان آزادی ۵۶متر پارکینگدار,"۱,۶۵۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%D8%A7%D8%B3%D8%AA%D8%A7%D8%AF%D9%85%D8%B9%DB%8C%D9%86-%D9%86%D8%B2%D8%AF%DB%8C%DA%A9-%D9%85%DB%8C%D8%AF%D8%A7%D9%86-%D8%A2%D8%B2%D8%A7%D8%AF%DB%8C-%DB%B5%DB%B6%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%D8%AA%D8%A7%D8%AF-%D9%85%D8%B9%DB%8C%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYZA_U05
21,5,61متر /دوخواب /فول بازسازی شده / سبحانی تقاطع کمیل,"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/61%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D8%B3%D8%A8%D8%AD%D8%A7%D9%86%DB%8C-%D8%AA%D9%82%D8%A7%D8%B7%D8%B9-%DA%A9%D9%85%DB%8C%D9%84_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYjoAqgn
22,6,61متر*دوخوابه*تک واحدی*لوکیشن,"۱,۶۴۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/61%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYg8Bx7Y
23,7,آپارتمان60متری/ 2خواب/ فول امکانات,"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8660%D9%85%D8%AA%D8%B1%DB%8C-2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYZgKDKv
24,8,60.04متر / خوش نقشه / هاشمی کارون,"۱,۵۵۵,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/60-04%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%87%D8%A7%D8%B4%D9%85%DB%8C-%DA%A9%D8%A7%D8%B1%D9%88%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYMgEaIa
25,9,56متری اسکندری شکوفه,"۱,۵۴۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/56%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C-%D8%B4%DA%A9%D9%88%D9%81%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYdUn8k5
26,10,۶۰متر/۲خواب/خوش نقشه/فول بازسازی/۱۰متری رجبی,"۱,۵۳۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%DB%B1%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%D8%B1%D8%AC%D8%A8%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYi8MhMB
27,11,55متری/پاسدارگمنام/خوش نقشه,"۱,۵۸۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/55%D9%85%D8%AA%D8%B1%DB%8C-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%DA%AF%D9%85%D9%86%D8%A7%D9%85-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%88%D8%A7_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYd8n9xF
28,12,۶۱متر /۲خواب/سبلان/مدنی/,"۱,۶۲۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B6%DB%B1%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D8%A8%D9%84%D8%A7%D9%86-%D9%85%D8%AF%D9%86%DB%8C-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D8%A8%D9%84%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYq8aAjt
29,13,۵۶متر/خ نیکنام غربی/بالکن/وام دار,"۱,۶۲۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B5%DB%B6%D9%85%D8%AA%D8%B1-%D8%AE-%D9%86%DB%8C%DA%A9%D9%86%D8%A7%D9%85-%D8%BA%D8%B1%D8%A8%DB%8C-%D8%A8%D8%A7%D9%84%DA%A9%D9%86-%D9%88%D8%A7%D9%85-%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYWU_dDs
30,14,شکوفه کیامنش ٦٢ متر فول بازسازی شده,"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%A9%DB%8C%D8%A7%D9%85%D9%86%D8%B4-%D9%A6%D9%A2-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%DB%8C%D9%86%D8%A7_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYqosDxj
31,15,۶۰متر ۲خوابه فول,"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," سلسبیل', 'آژانس املاک ",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYqsMofX
32,0,60متری فول امکانات/پارکینگ اصلی/2خوابه,"۱,۶۲۰,۰۰۰,۰۰۰ تومان"," مشیریه', 'مشاور املاک ",https://divar.ir/v/60%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%B5%D9%84%DB%8C-2%D8%AE%D9%88%D8%A7%D8%A8%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B4%DB%8C%D8%B1%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUw0K3M
33,1,۶۰متر/دو‌خواب/آهنگ/تک واحدی,"۱,۵۴۰,۰۰۰,۰۰۰ تومان"," مشیریه', 'مشاور املاک ",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D9%87%D9%86%DA%AF-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D9%87%D9%86%DA%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYU4kZuL
34,2,۵۶ متر خیابان اجاره دار,"۱,۶۰۰,۰۰۰,۰۰۰ تومان"," مشیریه', 'مشاور املاک ",https://divar.ir/v/%DB%B5%DB%B6-%D9%85%D8%AA%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A7%D8%AC%D8%A7%D8%B1%D9%87-%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%84%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYU8IdW4
35,3,57 متری دو خوابه (شکوفه / پیروزی),"۱,۵۷۰,۰۰۰,۰۰۰ تومان"," مشیریه', 'مشاور املاک ",https://divar.ir/v/57-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D9%87%D9%86%DA%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUQZS3f
